time_s,power_total_w,power_active_w
2.9098009690642357e-07,68.036,59.21087813620072
0.010481106000952423,68.036,59.21087813620072
0.02091688202926889,68.036,59.21087813620072
0.031270701030734926,68.036,59.21087813620072
0.0827519620070234,24.173,15.347878136200716
0.10016214702045545,24.173,15.347878136200716
0.11136414698557928,24.173,15.347878136200716
0.12252727500163019,24.173,15.347878136200716
0.1402998460107483,24.173,15.347878136200716
0.15143671701662242,24.173,15.347878136200716
0.16288507502758875,24.173,15.347878136200716
0.1778506240225397,24.173,15.347878136200716
0.18918653402943164,22.902,14.076878136200719
0.19956724502844736,22.902,14.076878136200719
0.20998968603089452,22.902,14.076878136200719
0.22035005601355806,22.902,14.076878136200719
0.23076525598298758,22.902,14.076878136200719
0.24115239700768143,22.902,14.076878136200719
0.25166133302263916,22.902,14.076878136200719
0.26729071099543944,22.902,14.076878136200719
0.2778685640078038,22.902,14.076878136200719
0.2882374710170552,22.784,13.958878136200717
0.2998119289986789,22.784,13.958878136200717
0.3114685940090567,22.784,13.958878136200717
0.3226916359853931,22.784,13.958878136200717
0.33395244099665433,22.784,13.958878136200717
0.34592627198435366,22.784,13.958878136200717
0.3572934470139444,22.784,13.958878136200717
0.3707850180217065,22.568,13.74287813620072
0.3819373929873109,22.137,13.311878136200718
0.39283290901221335,22.137,13.311878136200718
0.40400574600789696,22.137,13.311878136200718
0.4149181559914723,22.137,13.311878136200718
0.42616814898792654,22.137,13.311878136200718
0.4428473750012927,22.137,13.311878136200718
0.45413813600316644,22.137,13.311878136200718
0.46575974801089615,22.137,13.311878136200718
0.49996418302180246,23.255,14.429878136200717
0.5105644619907252,23.255,14.429878136200717
0.5210843590321019,23.255,14.429878136200717
0.5316013590199873,23.255,14.429878136200717
0.5420997430337593,23.255,14.429878136200717
0.5525992150069214,23.255,14.429878136200717
0.5631536099826917,23.255,14.429878136200717
0.5735638240003027,23.255,14.429878136200717
0.584059779997915,20.162,11.336878136200717
0.6003253260278143,20.162,11.336878136200717
0.6115289520239457,20.162,11.336878136200717
0.6232386900228448,20.162,11.336878136200717
0.6344759900239296,20.162,11.336878136200717
0.6457998140249401,20.162,11.336878136200717
0.6568099419819191,20.162,11.336878136200717
0.6679310459876433,20.162,11.336878136200717
0.6822618250153027,22.141,13.315878136200716
0.6927612270228565,22.141,13.315878136200716
0.7031963929766789,22.141,13.315878136200716
0.7136615220224485,22.141,13.315878136200716
0.7241866529802792,22.141,13.315878136200716
0.734671802027151,22.141,13.315878136200716
0.7452354010310955,22.141,13.315878136200716
0.755611366010271,22.141,13.315878136200716
0.7661186910117976,22.141,13.315878136200716
0.7765198029810563,22.141,13.315878136200716
0.7871951489942148,22.24,13.414878136200716
0.7976390150142834,22.24,13.414878136200716
0.8080573370098136,22.24,13.414878136200716
0.8205330219934694,22.24,13.414878136200716
0.8322781160240993,22.24,13.414878136200716
0.842856377013959,22.24,13.414878136200716
0.8532658329932019,22.24,13.414878136200716
0.8637726359884255,22.24,13.414878136200716
0.874130699026864,22.24,13.414878136200716
0.88455693598371,22.183,13.357878136200718
0.8958615050069056,22.183,13.357878136200718
0.9129234590218402,22.183,13.357878136200718
0.9243398259859532,22.183,13.357878136200718
0.9353843770222738,22.183,13.357878136200718
0.9466359179932624,22.183,13.357878136200718
0.9577375689987093,22.183,13.357878136200718
0.9689342540223151,22.183,13.357878136200718
0.9844394940300845,22.749,13.923878136200717
0.9949208630132489,22.749,13.923878136200717
1.0054000330273993,22.749,13.923878136200717
1.0158882800024003,22.749,13.923878136200717
1.026376539026387,22.749,13.923878136200717
1.0432832249789499,22.749,13.923878136200717
1.0537521499791183,22.749,13.923878136200717
1.0645002640085295,22.749,13.923878136200717
1.0748632440227084,22.749,13.923878136200717
1.0853063840186223,22.114,13.288878136200719
1.0968857019906864,22.114,13.288878136200719
1.1134048919775523,22.114,13.288878136200719
1.1267387199914083,22.114,13.288878136200719
1.1379563580267131,22.114,13.288878136200719
1.1492505460046232,22.114,13.288878136200719
1.1601731749833561,22.114,13.288878136200719
1.1711645390023477,22.114,13.288878136200719
1.1867584610008635,22.774,13.948878136200719
1.1972638849983923,22.774,13.948878136200719
1.2078089109854773,22.774,13.948878136200719
1.2183971049962565,22.774,13.948878136200719
1.228803861013148,22.774,13.948878136200719
1.239449257031083,22.774,13.948878136200719
1.2498683599987999,22.774,13.948878136200719
1.260349888005294,22.774,13.948878136200719
1.2707599970162846,22.774,13.948878136200719
1.28120544902049,22.774,13.948878136200719
1.2916429149918258,22.562,13.736878136200719
1.3120676879771054,22.562,13.736878136200719
1.3237066229921766,22.562,13.736878136200719
1.335015887976624,22.562,13.736878136200719
1.346116748987697,22.562,13.736878136200719
1.3571030470193364,22.562,13.736878136200719
1.3681104690185748,22.562,13.736878136200719
1.3836137130274437,22.78,13.954878136200719
1.3940551860141568,22.78,13.954878136200719
1.404779932985548,22.78,13.954878136200719
1.4153038900112733,22.78,13.954878136200719
1.4259723799768835,22.78,13.954878136200719
1.4363559820340015,22.78,13.954878136200719
1.4468024320085533,22.78,13.954878136200719
1.457218540017493,22.78,13.954878136200719
1.4676955830072984,22.78,13.954878136200719
1.4796769579988904,22.78,13.954878136200719
1.490165959985461,22.34,13.514878136200718
1.5120412210235372,22.34,13.514878136200718
1.5239044019836,22.34,13.514878136200718
1.5350159230292775,22.34,13.514878136200718
1.5461424620007165,22.34,13.514878136200718
1.5570883140317164,22.34,13.514878136200718
1.5682075039949268,22.34,13.514878136200718
1.5829275510041043,22.779,13.953878136200718
1.5935304259764962,22.779,13.953878136200718
1.6039133029989898,22.779,13.953878136200718
1.614309026976116,22.779,13.953878136200718
1.6246879419777542,22.779,13.953878136200718
1.6350963430013508,22.779,13.953878136200718
1.645472600008361,22.779,13.953878136200718
1.6559324610279873,22.779,13.953878136200718
1.6662932820036076,22.779,13.953878136200718
1.6767462670104578,22.779,13.953878136200718
1.687176842999179,22.526,13.700878136200718
1.7061563369934447,22.526,13.700878136200718
1.716680838027969,22.526,13.700878136200718
1.7271354530239478,22.526,13.700878136200718
1.737688459979836,22.526,13.700878136200718
1.7481302770320326,22.526,13.700878136200718
1.7587629170157015,22.526,13.700878136200718
1.7692928970209323,22.526,13.700878136200718
1.77991911402205,22.526,13.700878136200718
1.790469794999808,22.4,13.574878136200716
1.8015985100064427,22.4,13.574878136200716
1.812656503985636,22.4,13.574878136200716
1.827299683005549,22.4,13.574878136200716
1.8385731430025771,22.4,13.574878136200716
1.8498997340211645,22.4,13.574878136200716
1.8608618709840812,22.4,13.574878136200716
1.8719934740220197,22.4,13.574878136200716
1.887148721027188,22.592,13.766878136200717
1.8977122789947316,22.592,13.766878136200717
1.9081470859819092,22.592,13.766878136200717
1.9186680130078457,22.592,13.766878136200717
1.9291759689804167,22.592,13.766878136200717
1.9398493600310758,22.592,13.766878136200717
1.950295782997273,22.592,13.766878136200717
1.961068645992782,22.592,13.766878136200717
1.9715278149815276,22.592,13.766878136200717
1.981965557031799,22.592,13.766878136200717
1.9924563529784791,19.028,10.202878136200717
2.0029469759901986,19.028,10.202878136200717
2.013400088995695,19.028,10.202878136200717
2.0342366480035707,19.028,10.202878136200717
2.044731909991242,19.028,10.202878136200717
2.055241502006538,19.028,10.202878136200717
2.065704076027032,19.028,10.202878136200717
2.076096870994661,19.028,10.202878136200717
2.086693904013373,19.028,10.202878136200717
2.0972488790284842,13.938,5.1128781362007185
2.1090891680214554,13.938,5.1128781362007185
2.121015230019111,14.173,5.347878136200718
2.1369659149786457,14.173,5.347878136200718
2.1482530949870124,14.173,5.347878136200718
2.159981840988621,14.173,5.347878136200718
2.1709925170289353,14.173,5.347878136200718
2.182280618988443,14.19,5.364878136200717
2.193342380982358,14.19,5.364878136200717
2.204844164021779,14.19,5.364878136200717
2.21898174402304,14.19,5.364878136200717
2.230432696000207,14.19,5.364878136200717
2.241741170990281,14.19,5.364878136200717
