time_s,power_total_w,power_active_w
5.160109139978886e-07,38.082,27.529338403041827
0.011016916017979383,59.075,48.52233840304183
0.021526983007788658,59.075,48.52233840304183
0.031930855999235064,59.075,48.52233840304183
0.042428123007994145,59.075,48.52233840304183
0.052764733030926436,59.075,48.52233840304183
0.06324636901263148,59.075,48.52233840304183
0.0736415580031462,75.289,64.73633840304183
0.12058628798695281,75.289,64.73633840304183
0.14124032302061096,75.289,64.73633840304183
0.15310221200343221,75.289,64.73633840304183
0.16421139100566506,75.289,64.73633840304183
0.17546729202149436,75.289,64.73633840304183
0.18633154599228874,62.952,52.399338403041824
0.2006691779824905,62.952,52.399338403041824
0.21181948203593493,59.316,48.76333840304183
