time_s,power_w
1.8888666970005943,11.245
1.9048041910000393,11.245
1.9160952930005806,11.245
1.9273957909999808,11.387
1.9385555500002738,11.387
1.949805171000662,11.387
1.961015879000115,11.387
1.9719104780006091,11.387
1.982898099000522,11.387
1.9941860859998997,11.387
2.0052235900002415,11.387
2.016355700000531,11.387
2.0276518810005655,11.246
2.038781405000009,11.246
2.0499938630000543,11.246
2.0612507269997877,11.246
2.0721801320005397,11.246
2.0830676100003984,11.246
2.0942410080006084,11.246
2.10510609100038,11.256
2.116185838000092,11.256
2.127015470000515,11.486
2.1378333550001116,11.486
2.148728107000352,11.486
2.1596609730004275,11.486
2.1705320340006438,11.486
2.1814400499997646,11.486
2.1926485760004653,11.486
2.2038698360001945,11.486
2.215065893999963,11.486
2.226200414000232,11.219
2.2382352380000157,11.219
2.2495420700006434,11.219
2.2606855880003422,11.219
2.2717799510000987,11.219
2.2829314420005176,11.219
2.293873368000277,11.219
2.304879469000298,11.219
2.316153722999843,11.991
2.327210164000462,11.991
2.3382620010006576,11.991
2.3491757050005617,11.991
2.360056237000208,11.991
2.371026267000161,11.991
2.382068478000292,11.991
2.3933305440004915,11.991
2.404259102000651,11.991
2.415143044000615,11.257
2.426558039000156,11.257
2.4378368799998498,11.257
2.448881024000002,11.257
2.459863795000274,11.257
2.470883130000402,11.257
2.482109090000449,11.257
2.4932364240003153,11.257
2.504303962999984,11.257
2.515389578000395,11.277
2.526366519000476,11.277
2.5374443529999553,11.277
2.5484972869999183,11.277
2.559852506000425,11.277
2.5710879899997963,11.277
2.582154026000353,11.277
2.5932931280003686,11.277
2.6043545800002903,11.252
2.615636151000217,11.252
2.6270394230004968,11.252
2.6382328230001804,11.252
2.649217891999797,11.252
2.6605621079997945,11.252
2.6716881000002104,11.252
2.6826308159998007,11.252
2.6941301850001764,11.252
2.7051807910002026,11.422
2.7162486060005904,11.422
2.7275730000001204,11.422
2.7386363830000846,11.43
2.7499072890004754,11.43
2.761080433000643,11.43
2.7721009450006022,11.43
2.783019532000253,11.43
2.7942567600002803,11.43
2.805416666000383,11.481
2.816560840999955,11.481
2.827824064000197,11.481
2.8389883139998346,11.481
2.850197372999901,11.481
2.8613609020003423,11.481
2.872579988000325,11.481
2.8834792799998468,11.481
2.8946506030006276,11.298
2.9055760530000043,11.298
2.916633444000581,11.298
2.927832522999779,11.298
2.9388672610002686,11.298
2.9504689220002547,11.31
2.9618273289997887,11.31
2.9727904139999737,11.31
2.983778177000204,11.31
2.9947990300006495,11.348
